id_apolice,exposicao,idade_condutor,idade_veiculo,regiao,tipo_veiculo,tipo_uso,nivel_cobertura,classe_bonus,premio_vigente,premio_ganho
27065,0.9464,61,4,Nordeste,Sedan,Particular,Intermediaria,7,337.12,319.050368
27066,0.5304,41,5,Nordeste,Hatch,Comercial,Intermediaria,7,410.47,217.713288
27067,0.5507,36,3,Sudeste,Hatch,Particular,Basica,3,404.58,222.80220599999998
27068,0.3364,51,8,Sudeste,SUV,Particular,Completa,4,818.5,275.3434
27069,0.516,30,6,Sul,Hatch,Particular,Basica,9,393.45,203.0202
27070,0.7307,30,1,Sudeste,Hatch,Particular,Intermediaria,5,508.71,371.714397
27071,0.0884,69,5,Sul,SUV,Particular,Completa,10,586.64,51.858976000000006
27072,0.5453,48,8,Sul,Hatch,Particular,Basica,8,356.99,194.666647
27073,0.7016,46,12,Centro-Oeste,SUV,Particular,Intermediaria,8,398.88,279.85420799999997
27074,0.2654,36,5,Sudeste,Hatch,Particular,Intermediaria,0,595.2,157.96608000000003
27075,0.4945,58,1,Sudeste,Hatch,Comercial,Completa,0,988.31,488.719295
27076,0.4474,54,4,Sudeste,SUV,Particular,Basica,8,478.89,214.25538600000002
27077,0.1935,23,9,Nordeste,Sedan,Comercial,Intermediaria,8,589.47,114.06244500000001
27078,0.9817,50,5,Sul,SUV,Particular,Completa,8,690.25,677.618425
27079,0.7193,31,18,Sudeste,SUV,Particular,Intermediaria,4,580.58,417.61119400000007
27080,0.3036,44,9,Sudeste,Sedan,Particular,Completa,1,903.93,274.43314799999996
27081,0.5216,53,10,Sul,Hatch,Particular,Intermediaria,5,490.19,255.683104
27082,0.9519,43,13,Nordeste,SUV,Particular,Intermediaria,5,424.68,404.252892
27083,0.9241,58,4,Sudeste,Sedan,Particular,Intermediaria,4,425.33,393.047453
27084,0.5285,41,2,Nordeste,SUV,Particular,Basica,9,245.01,129.48778499999997
27085,0.7395,33,13,Sudeste,Utilitario,Particular,Intermediaria,3,486.55,359.80372500000004
27086,0.6124,27,7,Nordeste,Hatch,Particular,Intermediaria,7,345.8,211.76792000000003
27087,0.8576,27,3,Sudeste,Sedan,Particular,Basica,0,594.56,509.894656
27088,0.0841,18,4,Sudeste,Sedan,Particular,Intermediaria,4,631.91,53.14363099999999
27089,0.79,32,7,Sudeste,SUV,Comercial,Completa,3,1043.98,824.7442000000001
27090,0.4008,30,7,Sudeste,Utilitario,Particular,Basica,5,572.5,229.458
27091,0.5088,68,9,Nordeste,SUV,Particular,Basica,7,462.75,235.4472
27092,0.1633,73,5,Sul,Hatch,Particular,Completa,9,402.41,65.713553
27093,0.7103,43,2,Sul,SUV,Particular,Completa,10,448.06,318.257018
27094,0.1996,79,6,Sudeste,Utilitario,Particular,Basica,4,701.8,140.07927999999998
27095,0.257,61,8,Nordeste,Sedan,Particular,Completa,7,471.75,121.23975
27096,0.9367,21,7,Sul,Hatch,Particular,Intermediaria,6,528.14,494.708738
27097,0.1433,47,13,Sudeste,Sedan,Particular,Completa,5,428.73,61.43700900000001
27098,0.4078,35,2,Sudeste,Hatch,Particular,Completa,0,723.73,295.137094
27099,0.4431,42,14,Sudeste,Hatch,Particular,Basica,0,492.51,218.231181
27100,0.5629,65,6,Sudeste,Hatch,Particular,Completa,10,289.18,162.77942199999998
27101,0.2259,59,5,Centro-Oeste,Hatch,Particular,Completa,0,718.89,162.39725099999998
27102,0.2667,22,10,Sudeste,SUV,Particular,Completa,6,945.07,252.050169
27103,0.2632,43,14,Sudeste,Utilitario,Particular,Completa,4,574.64,151.245248
27104,0.7204,28,6,Centro-Oeste,Picape,Particular,Intermediaria,9,347.49,250.33179600000003
27105,0.3929,39,1,Sudeste,Sedan,Particular,Intermediaria,1,665.44,261.45137600000004
27106,0.2404,36,6,Sul,Sedan,Particular,Completa,5,803.18,193.08447199999998
27107,0.8413,27,6,Centro-Oeste,Sedan,Particular,Basica,3,479.99,403.81558700000005
27108,0.6046,33,7,Nordeste,Sedan,Particular,Completa,10,335.25,202.69215
27109,0.6519,69,10,Sul,Picape,Particular,Intermediaria,8,772.33,503.48192700000004
27110,0.7787,64,3,Sudeste,SUV,Particular,Basica,1,625.63,487.17808099999996
27111,0.1594,48,1,Centro-Oeste,SUV,Particular,Basica,3,486.72,77.583168
27112,0.1456,36,4,Nordeste,Sedan,Comercial,Completa,6,767.22,111.707232
27113,0.3585,18,4,Sudeste,Hatch,Particular,Completa,1,1205.15,432.04627500000004
27114,0.908,50,15,Sul,Utilitario,Particular,Intermediaria,9,326.52,296.48016
27115,0.9196,54,4,Sudeste,Hatch,Comercial,Completa,10,523.03,480.97838799999994
27116,0.1405,33,7,Nordeste,Sedan,Particular,Intermediaria,5,288.31,40.507555
27117,0.341,29,15,Nordeste,SUV,Comercial,Intermediaria,9,499.57,170.35337
27118,0.6307,59,7,Sudeste,Hatch,Particular,Intermediaria,1,691.9,436.38133
27119,0.7182,75,17,Sul,Sedan,Particular,Completa,3,650.17,466.95209399999993
27120,0.1976,43,13,Nordeste,Hatch,Particular,Intermediaria,4,482.62,95.365712
27121,0.6188,44,8,Sudeste,Sedan,Particular,Intermediaria,6,464.64,287.519232
27122,0.7311,18,3,Sudeste,Hatch,Particular,Intermediaria,1,569.5,416.36145
27123,0.7983,34,8,Sul,Hatch,Particular,Intermediaria,3,420.89,335.996487
27124,0.3231,34,3,Sudeste,Hatch,Particular,Intermediaria,7,264.3,85.39533
27125,0.3845,45,2,Sudeste,Hatch,Comercial,Basica,5,632.5,243.19625
27126,0.1353,44,9,Nordeste,Sedan,Particular,Completa,4,406.45,54.992685
27127,0.5774,58,5,Sul,SUV,Particular,Intermediaria,2,656.88,379.282512
27128,0.9569,28,7,Sul,Hatch,Particular,Basica,3,497.72,476.26826800000003
27129,0.913,34,8,Norte,Utilitario,Particular,Intermediaria,1,668.55,610.3861499999999
27130,0.3076,37,7,Sudeste,Sedan,Particular,Completa,7,442.33,136.06070799999998
27131,0.3601,32,2,Sul,Hatch,Comercial,Completa,7,596.08,214.648408
27132,0.3994,47,18,Sudeste,Sedan,Particular,Completa,6,548.34,219.006996
27133,0.5333,46,11,Sudeste,Picape,Comercial,Completa,3,826.26,440.644458
27134,0.6268,30,7,Norte,SUV,Particular,Intermediaria,9,442.86,277.584648
27135,0.1384,37,3,Sudeste,Sedan,Particular,Intermediaria,2,523.09,72.395656
27136,0.9216,19,3,Nordeste,Utilitario,Particular,Completa,2,1041.92,960.233472
27137,0.8666,50,2,Sudeste,Hatch,Particular,Intermediaria,2,542.1,469.78386000000006
27138,0.652,54,7,Sudeste,SUV,Particular,Completa,9,453.2,295.4864
27139,0.6873,52,4,Sudeste,Utilitario,Particular,Completa,6,579.81,398.50341299999997
27140,0.6638,43,9,Norte,Hatch,Particular,Intermediaria,9,319.84,212.30979199999996
27141,0.1743,38,5,Sudeste,Utilitario,Particular,Basica,1,513.23,89.455989
27142,0.9318,52,13,Sul,Picape,Particular,Intermediaria,1,797.65,743.25027
27143,0.2703,55,6,Nordeste,Hatch,Particular,Basica,7,336.61,90.985683
27144,0.427,42,3,Nordeste,Sedan,Comercial,Basica,7,466.79,199.31933
27145,0.7608,33,20,Sul,Sedan,Particular,Basica,8,362.43,275.73674400000004
27146,0.7165,29,4,Sul,Utilitario,Particular,Intermediaria,6,551.22,394.94913
27147,0.1305,36,5,Sul,Sedan,Particular,Basica,1,390.82,51.00201
27148,0.3022,41,2,Sul,SUV,Particular,Basica,10,337.32,101.93810400000001
27149,0.1254,26,17,Sudeste,Utilitario,Particular,Intermediaria,7,472.05,59.19507000000001
27150,0.5238,52,6,Sul,Hatch,Particular,Completa,6,360.93,189.055134
27151,0.299,27,14,Nordeste,Picape,Particular,Completa,2,659.41,197.16358999999997
27152,0.1235,38,5,Sudeste,Sedan,Particular,Completa,4,647.0,79.9045
27153,0.4727,63,4,Sul,Hatch,Particular,Completa,9,321.62,152.029774
27154,0.5373,33,7,Sul,Picape,Comercial,Completa,6,841.26,452.008998
27155,0.9233,51,11,Sul,SUV,Particular,Intermediaria,7,449.95,415.438835
27156,0.9413,33,20,Centro-Oeste,SUV,Particular,Intermediaria,5,555.81,523.183953
27157,0.8254,46,15,Nordeste,Picape,Particular,Completa,5,538.71,444.65123400000004
27158,0.7028,58,7,Sudeste,Hatch,Particular,Completa,6,660.79,464.40321199999994
27159,0.9526,35,11,Centro-Oeste,Sedan,Particular,Intermediaria,7,500.09,476.38573399999996
27160,0.1137,40,6,Sul,SUV,Particular,Completa,1,822.07,93.469359
27161,0.093,32,13,Nordeste,Picape,Particular,Completa,3,628.5,58.4505
27162,0.4615,20,10,Sudeste,Utilitario,Comercial,Basica,0,1468.86,677.87889
27163,0.7247,31,2,Nordeste,SUV,Particular,Basica,2,379.91,275.320777
27164,0.6839,18,11,Sul,Sedan,Particular,Completa,3,633.66,433.36007399999994
27165,0.6315,48,5,Sudeste,SUV,Particular,Basica,7,452.22,285.57693
27166,0.9438,40,5,Sul,Sedan,Particular,Completa,6,500.95,472.79661
27167,0.3308,67,7,Sul,Utilitario,Particular,Completa,8,614.05,203.12774
27168,0.905,35,7,Sudeste,SUV,Particular,Intermediaria,4,433.77,392.56185
27169,0.4961,29,10,Sul,Picape,Particular,Intermediaria,4,633.94,314.497634
27170,0.2485,39,8,Sudeste,SUV,Particular,Basica,6,436.05,108.358425
27171,0.5646,42,9,Norte,SUV,Particular,Intermediaria,4,593.18,334.909428
27172,0.811,53,5,Sul,SUV,Particular,Completa,7,540.35,438.22385
27173,0.5898,38,10,Centro-Oeste,Hatch,Particular,Completa,5,562.97,332.039706
27174,0.2409,65,2,Sul,SUV,Particular,Intermediaria,0,548.17,132.05415299999999
27175,0.2382,38,4,Centro-Oeste,Hatch,Particular,Intermediaria,0,519.66,123.78301199999999
27176,0.981,22,2,Sul,SUV,Comercial,Completa,2,1370.76,1344.7155599999999
27177,0.1111,44,6,Sul,Sedan,Particular,Intermediaria,4,453.49,50.382739
27178,0.7684,42,2,Sudeste,SUV,Particular,Completa,1,939.31,721.7658039999999
27179,0.5033,27,2,Sul,SUV,Particular,Basica,8,464.99,234.02946699999998
27180,0.5029,28,5,Nordeste,Utilitario,Particular,Completa,5,690.53,347.267537
27181,0.8908,48,8,Sudeste,SUV,Particular,Intermediaria,2,652.5,581.2470000000001
27182,0.7719,39,4,Nordeste,Hatch,Particular,Completa,8,370.04,285.63387600000004
27183,0.9292,21,20,Nordeste,Hatch,Particular,Completa,5,695.08,645.868336
27184,0.2572,44,8,Nordeste,Hatch,Particular,Basica,6,330.03,84.88371599999999
27185,0.9561,58,10,Sul,Utilitario,Particular,Intermediaria,2,410.99,392.947539
27186,0.6017,42,8,Centro-Oeste,Hatch,Particular,Intermediaria,8,367.41,221.07059700000002
27187,0.3422,67,13,Sudeste,SUV,Particular,Intermediaria,3,821.93,281.26444599999996
27188,0.5334,32,2,Sudeste,Picape,Particular,Intermediaria,1,734.88,391.984992
27189,0.9593,53,3,Sudeste,Picape,Particular,Basica,0,668.01,640.821993
27190,0.6881,55,8,Sudeste,SUV,Particular,Completa,7,621.84,427.88810400000006
27191,0.817,46,6,Sudeste,Hatch,Particular,Completa,5,539.9,441.09829999999994
27192,0.4944,51,19,Nordeste,Hatch,Particular,Intermediaria,7,301.89,149.254416
27193,0.8367,31,14,Sul,Hatch,Particular,Completa,6,477.36,399.407112
27194,0.7755,19,3,Nordeste,SUV,Particular,Intermediaria,4,663.71,514.707105
27195,0.5223,42,3,Sudeste,SUV,Particular,Intermediaria,2,746.23,389.755929
27196,0.7891,21,3,Nordeste,Sedan,Particular,Intermediaria,5,563.39,444.571049
27197,0.3002,49,2,Sudeste,SUV,Particular,Intermediaria,5,524.67,157.505934
27198,0.7284,36,10,Sudeste,Picape,Comercial,Basica,4,702.62,511.78840800000006
27199,0.573,44,3,Sudeste,Hatch,Comercial,Completa,2,756.79,433.64066999999994
27200,0.365,36,7,Sul,Picape,Particular,Completa,2,890.22,324.9303
27201,0.4968,48,6,Sul,SUV,Particular,Intermediaria,9,378.91,188.242488
27202,0.6097,45,20,Sudeste,Hatch,Particular,Intermediaria,4,471.37,287.394289
27203,0.7284,43,20,Sudeste,Hatch,Particular,Completa,10,356.61,259.754724
27204,0.5294,47,10,Sudeste,Utilitario,Particular,Completa,5,634.83,336.079002
27205,0.8716,45,10,Sul,Picape,Particular,Intermediaria,7,440.62,384.044392
27206,0.4107,51,20,Sul,Hatch,Particular,Completa,5,498.85,204.87769500000002
27207,0.6986,38,18,Sudeste,Hatch,Particular,Completa,10,323.73,226.157778
27208,0.4947,37,20,Sudeste,Sedan,Comercial,Completa,2,995.65,492.548055
27209,0.5354,63,5,Nordeste,Utilitario,Particular,Intermediaria,8,410.02,219.52470799999998
27210,0.6259,49,1,Centro-Oeste,Hatch,Particular,Intermediaria,6,334.13,209.131967
27211,0.2574,63,20,Sudeste,Picape,Particular,Basica,6,523.15,134.65881000000002
27212,0.7369,44,6,Sul,Hatch,Particular,Completa,3,597.31,440.15773899999994
27213,0.4959,57,13,Centro-Oeste,Hatch,Comercial,Intermediaria,9,392.44,194.610996
27214,0.4496,38,10,Sudeste,Hatch,Particular,Completa,7,512.07,230.22667200000004
27215,0.9919,35,1,Sudeste,Sedan,Particular,Intermediaria,0,577.57,572.8916830000001
27216,0.5277,63,5,Nordeste,Picape,Particular,Basica,3,575.02,303.43805399999997
27217,0.9736,29,9,Nordeste,SUV,Particular,Basica,3,446.75,434.9558
27218,0.2226,43,6,Sudeste,Hatch,Particular,Basica,0,520.95,115.96347
27219,0.6236,45,5,Sudeste,Sedan,Particular,Intermediaria,7,498.96,311.151456
27220,0.2886,23,14,Centro-Oeste,Picape,Particular,Completa,4,961.77,277.566822
27221,0.835,25,6,Sudeste,SUV,Particular,Intermediaria,9,488.71,408.07284999999996
27222,0.32,29,3,Centro-Oeste,SUV,Particular,Completa,4,624.08,199.7056
27223,0.6746,57,7,Sul,Hatch,Particular,Intermediaria,9,266.78,179.96978799999997
27224,0.7911,45,5,Centro-Oeste,Hatch,Particular,Completa,8,458.68,362.86174800000003
27225,0.3687,53,18,Centro-Oeste,Picape,Particular,Completa,10,409.78,151.085886
27226,0.4621,40,8,Sudeste,Sedan,Particular,Completa,7,426.85,197.247385
27227,0.693,35,7,Norte,Hatch,Particular,Completa,8,432.6,299.79179999999997
27228,0.6394,18,4,Nordeste,Hatch,Particular,Basica,3,598.99,382.99420599999996
27229,0.5957,26,12,Centro-Oeste,Sedan,Particular,Intermediaria,1,542.06,322.90514199999996
27230,0.6546,37,7,Nordeste,Hatch,Particular,Completa,3,488.86,320.007756
27231,0.849,37,16,Sudeste,Hatch,Particular,Intermediaria,4,523.22,444.21378
27232,0.933,44,10,Centro-Oeste,Hatch,Particular,Basica,3,586.7,547.3911
27233,0.5611,48,1,Sul,Hatch,Particular,Completa,0,589.78,330.925558
27234,0.3757,51,9,Nordeste,Sedan,Particular,Intermediaria,10,319.24,119.938468
27235,0.7353,79,3,Sul,Sedan,Particular,Intermediaria,5,553.75,407.172375
27236,0.1976,18,13,Nordeste,SUV,Comercial,Basica,7,934.87,184.730312
27237,0.4858,23,6,Sudeste,Picape,Comercial,Completa,7,1012.16,491.707328
27238,0.5895,55,2,Sudeste,SUV,Comercial,Intermediaria,2,818.16,482.30532
27239,0.2339,41,3,Centro-Oeste,SUV,Particular,Intermediaria,4,714.78,167.187042
27240,0.5447,38,16,Norte,Sedan,Particular,Completa,6,468.55,255.21918499999998
27241,0.1851,44,15,Centro-Oeste,Hatch,Particular,Completa,3,570.04,105.51440399999998
27242,0.3852,56,8,Sudeste,Picape,Particular,Completa,6,847.57,326.483964
27243,0.3381,23,3,Nordeste,Hatch,Particular,Intermediaria,3,608.22,205.639182
27244,0.2086,18,12,Nordeste,SUV,Particular,Completa,8,647.12,134.98923200000002
27245,0.2546,50,10,Sudeste,SUV,Particular,Basica,9,438.11,111.542806
27246,0.3119,29,3,Norte,Utilitario,Particular,Intermediaria,0,642.37,200.35520300000002
27247,0.499,36,4,Centro-Oeste,Sedan,Comercial,Completa,3,723.19,360.87181000000004
27248,0.722,55,2,Nordeste,SUV,Particular,Intermediaria,2,478.67,345.59974
27249,0.3106,68,6,Nordeste,Picape,Particular,Completa,6,538.39,167.22393399999999
27250,0.4141,31,2,Centro-Oeste,Hatch,Particular,Intermediaria,1,635.27,263.065307
27251,0.8672,29,3,Sudeste,Sedan,Particular,Completa,6,436.0,378.0992
27252,0.4272,27,16,Sudeste,Picape,Particular,Intermediaria,2,768.99,328.51252800000003
27253,0.8358,30,1,Centro-Oeste,Hatch,Particular,Completa,3,602.95,503.94561000000004
27254,0.4852,44,3,Centro-Oeste,Hatch,Particular,Basica,5,324.92,157.651184
27255,0.419,34,13,Sudeste,Hatch,Particular,Basica,10,264.73,110.92187
27256,0.7732,43,5,Norte,SUV,Particular,Intermediaria,3,568.49,439.556468
27257,0.8142,51,11,Sudeste,Sedan,Particular,Intermediaria,2,372.2,303.04524
27258,0.4068,27,7,Nordeste,Hatch,Particular,Intermediaria,7,387.3,157.55364
27259,0.2871,43,3,Sudeste,Sedan,Particular,Completa,2,629.24,180.654804
27260,0.6748,22,7,Sudeste,Sedan,Particular,Intermediaria,5,533.02,359.68189599999994
27261,0.8497,43,14,Sudeste,Sedan,Comercial,Basica,10,367.26,312.060822
27262,0.2474,78,14,Sudeste,SUV,Particular,Basica,6,551.01,136.319874
27263,0.9578,50,7,Sul,Picape,Particular,Intermediaria,6,580.37,555.878386
27264,0.2082,29,6,Centro-Oeste,SUV,Particular,Intermediaria,4,699.96,145.731672
27265,0.6746,31,9,Sul,Picape,Particular,Intermediaria,4,766.33,516.966218
27266,0.7633,39,6,Sudeste,Hatch,Particular,Completa,9,451.7,344.78261
27267,0.3062,45,1,Sul,Hatch,Particular,Basica,7,274.66,84.10089200000002
27268,0.8315,43,9,Sudeste,Hatch,Particular,Intermediaria,3,390.39,324.609285
27269,0.3378,51,5,Sudeste,SUV,Particular,Intermediaria,1,681.29,230.139762
27270,0.1659,43,8,Sudeste,Utilitario,Particular,Intermediaria,4,493.96,81.947964
27271,0.3909,33,7,Sudeste,Utilitario,Comercial,Basica,9,671.54,262.50498600000003
27272,0.2505,18,8,Sul,Sedan,Comercial,Completa,0,1413.95,354.194475
27273,0.5495,60,9,Norte,SUV,Particular,Basica,7,415.2,228.1524
27274,0.2295,51,11,Nordeste,Sedan,Particular,Intermediaria,5,351.96,80.77482
27275,0.994,30,9,Sul,Sedan,Particular,Intermediaria,3,368.74,366.52756
27276,0.2941,18,8,Sudeste,SUV,Particular,Completa,6,622.02,182.93608199999997
27277,0.088,55,11,Nordeste,SUV,Particular,Completa,4,760.65,66.93719999999999
27278,0.3785,42,10,Sudeste,Sedan,Particular,Completa,2,676.5,256.05525
27279,0.8468,30,6,Sudeste,Hatch,Particular,Basica,8,301.91,255.65738800000003
27280,0.9328,56,6,Sudeste,Sedan,Particular,Basica,1,445.02,415.11465599999997
27281,0.6077,36,9,Sul,Hatch,Particular,Intermediaria,1,424.41,257.91395700000004
27282,0.093,32,5,Nordeste,SUV,Particular,Completa,3,656.88,61.08984
27283,0.9179,59,2,Sul,Hatch,Particular,Intermediaria,0,525.94,482.7603260000001
27284,0.1879,25,2,Sudeste,Hatch,Particular,Intermediaria,0,581.1,109.18869000000001
27285,0.4003,45,3,Sudeste,Sedan,Particular,Intermediaria,7,387.31,155.040193
27286,0.4608,18,7,Nordeste,Hatch,Particular,Basica,7,469.2,216.20736
27287,0.3663,36,10,Sudeste,SUV,Comercial,Intermediaria,4,770.65,282.289095
27288,0.2962,73,13,Sul,SUV,Particular,Completa,4,773.68,229.164016
27289,0.4391,23,0,Sudeste,Sedan,Particular,Intermediaria,9,505.26,221.859666
27290,0.343,72,2,Sul,Picape,Particular,Intermediaria,1,901.92,309.35856
27291,0.1197,37,9,Sudeste,Hatch,Particular,Intermediaria,2,471.9,56.48643
27292,0.7052,39,5,Sudeste,Hatch,Particular,Basica,2,558.35,393.74842000000007
27293,0.8821,26,8,Norte,Picape,Particular,Completa,9,428.23,377.741683
27294,0.4069,30,0,Sul,Sedan,Particular,Intermediaria,3,453.78,184.643082
27295,0.8763,45,13,Nordeste,Hatch,Particular,Basica,0,517.89,453.827007
27296,0.2473,25,15,Sudeste,Hatch,Particular,Completa,6,425.36,105.191528
27297,0.9095,52,9,Centro-Oeste,Picape,Particular,Completa,9,613.0,557.5235
27298,0.3358,28,7,Sudeste,Hatch,Particular,Intermediaria,7,386.11,129.655738
27299,0.7042,33,7,Sul,SUV,Particular,Intermediaria,4,352.36,248.13191200000003
27300,0.4129,23,3,Sudeste,Picape,Particular,Completa,7,638.85,263.781165
27301,0.5646,18,4,Centro-Oeste,Hatch,Particular,Intermediaria,6,646.62,365.081652
27302,0.834,50,9,Sudeste,Sedan,Particular,Completa,0,716.68,597.7111199999999
27303,0.2114,21,2,Nordeste,Picape,Particular,Intermediaria,1,859.96,181.795544
27304,0.3479,37,6,Nordeste,Sedan,Particular,Intermediaria,3,580.36,201.907244
27305,0.859,52,6,Sudeste,Hatch,Particular,Basica,10,303.98,261.11882
27306,0.9303,69,11,Centro-Oeste,SUV,Particular,Basica,2,741.77,690.068631
27307,0.2926,25,9,Sudeste,SUV,Particular,Completa,7,418.59,122.479434
27308,0.5375,36,15,Norte,SUV,Particular,Intermediaria,0,530.43,285.10612499999996
27309,0.658,31,5,Centro-Oeste,Picape,Particular,Completa,8,633.21,416.65218000000004
27310,0.6205,45,9,Nordeste,Hatch,Particular,Completa,0,485.69,301.370645
27311,0.768,22,7,Sudeste,Sedan,Particular,Completa,7,769.78,591.19104
27312,0.3678,28,9,Sudeste,Hatch,Comercial,Intermediaria,6,665.38,244.726764
27313,0.1605,56,12,Sul,Sedan,Particular,Intermediaria,1,517.62,83.07801
27314,0.6104,50,3,Sudeste,Hatch,Particular,Intermediaria,8,303.84,185.463936
27315,0.6329,55,3,Nordeste,Hatch,Particular,Completa,2,400.9,253.72960999999998
27316,0.7427,38,3,Sudeste,Hatch,Particular,Intermediaria,3,490.21,364.078967
27317,0.6015,51,5,Nordeste,SUV,Particular,Completa,5,602.34,362.30751000000004
27318,0.2821,44,6,Sudeste,Sedan,Particular,Intermediaria,1,605.26,170.74384600000002
27319,0.1692,58,4,Sudeste,Sedan,Particular,Intermediaria,9,350.98,59.385816
27320,0.3035,57,1,Sudeste,Sedan,Particular,Intermediaria,2,600.09,182.127315
27321,0.1334,48,4,Nordeste,Picape,Particular,Completa,5,653.92,87.23292799999999
27322,0.1188,34,7,Sul,Sedan,Particular,Completa,2,709.83,84.327804
27323,0.6255,37,12,Sudeste,SUV,Comercial,Completa,4,984.07,615.535785
27324,0.6757,60,11,Nordeste,Utilitario,Particular,Basica,8,339.09,229.12311299999996
27325,0.2994,36,4,Sudeste,Sedan,Particular,Intermediaria,5,420.89,126.014466
27326,0.9895,37,4,Sudeste,Utilitario,Particular,Intermediaria,10,350.54,346.85933000000006
27327,0.3251,45,4,Sul,Hatch,Particular,Basica,3,416.47,135.394397
27328,0.8374,65,8,Sudeste,Sedan,Particular,Intermediaria,0,508.66,425.95188400000006
27329,0.5646,61,3,Nordeste,SUV,Particular,Intermediaria,0,641.11,361.970706
27330,0.8845,35,18,Sudeste,SUV,Particular,Intermediaria,1,917.22,811.28109
27331,0.8992,43,9,Sul,SUV,Particular,Intermediaria,2,702.26,631.472192
27332,0.6749,37,7,Sudeste,Sedan,Particular,Completa,3,576.89,389.34306100000003
27333,0.8366,52,5,Sudeste,Sedan,Particular,Intermediaria,2,460.5,385.2543
27334,0.0983,18,10,Nordeste,SUV,Particular,Completa,9,486.69,47.841627
27335,0.6927,41,6,Nordeste,SUV,Particular,Basica,3,623.31,431.76683699999995
27336,0.7274,49,3,Sul,Sedan,Particular,Basica,3,504.08,366.667792
27337,0.4581,61,5,Sudeste,Hatch,Particular,Intermediaria,9,291.89,133.714809
27338,0.7459,23,5,Nordeste,Hatch,Particular,Completa,3,655.24,488.743516
27339,0.508,44,20,Sudeste,Picape,Particular,Basica,0,712.6,362.0008
27340,0.9261,41,9,Centro-Oeste,SUV,Particular,Intermediaria,9,434.16,402.075576
27341,0.6704,60,8,Sudeste,Sedan,Particular,Intermediaria,4,438.32,293.84972799999997
27342,0.4739,28,8,Sudeste,Sedan,Particular,Completa,2,614.12,291.031468
27343,0.4403,38,10,Centro-Oeste,Hatch,Particular,Intermediaria,8,297.36,130.92760800000002
27344,0.9101,65,7,Nordeste,SUV,Particular,Completa,6,605.36,550.938136
27345,0.5943,28,12,Sudeste,Hatch,Comercial,Intermediaria,7,559.28,332.380104
27346,0.9409,33,5,Sul,Sedan,Particular,Intermediaria,7,370.8,348.88572
27347,0.2259,51,11,Sudeste,Sedan,Particular,Completa,1,847.09,191.357631
27348,0.7888,37,7,Sudeste,Hatch,Particular,Completa,0,572.05,451.23303999999996
27349,0.5047,38,4,Centro-Oeste,SUV,Particular,Intermediaria,3,591.25,298.403875
27350,0.4833,44,9,Nordeste,Sedan,Particular,Intermediaria,7,313.02,151.282566
27351,0.256,48,5,Nordeste,Hatch,Particular,Intermediaria,6,282.13,72.22528
27352,0.6743,43,7,Sudeste,Hatch,Particular,Intermediaria,8,340.46,229.57217799999998
27353,0.8815,38,4,Norte,Utilitario,Particular,Intermediaria,8,399.5,352.15925
27354,0.5282,40,20,Sudeste,Hatch,Comercial,Intermediaria,2,688.48,363.655136
27355,0.71,43,2,Sudeste,Sedan,Particular,Intermediaria,10,345.09,245.01389999999998
27356,0.2947,37,10,Nordeste,Hatch,Particular,Completa,5,350.26,103.221622
27357,0.6116,43,7,Sudeste,Utilitario,Particular,Intermediaria,7,538.7,329.46892
27358,0.7132,47,15,Nordeste,Hatch,Particular,Completa,5,442.51,315.59813199999996
27359,0.4533,33,7,Nordeste,Sedan,Particular,Intermediaria,9,261.4,118.49261999999999
27360,0.3144,45,3,Sudeste,SUV,Particular,Intermediaria,2,608.74,191.387856
27361,0.6922,24,1,Centro-Oeste,SUV,Particular,Intermediaria,7,502.84,348.065848
27362,0.2623,32,5,Nordeste,SUV,Particular,Intermediaria,7,373.93,98.08183899999999
27363,0.4878,44,13,Nordeste,Hatch,Particular,Basica,0,526.82,256.982796
27364,0.3742,28,3,Sul,SUV,Particular,Completa,5,509.98,190.834516
27365,0.3752,39,9,Nordeste,Utilitario,Particular,Completa,2,722.71,271.160792
27366,0.3956,64,6,Sudeste,Sedan,Particular,Intermediaria,7,415.69,164.446964
27367,0.6374,18,2,Sudeste,Sedan,Particular,Completa,6,736.45,469.41323
27368,0.2223,41,10,Sudeste,Picape,Particular,Basica,6,482.25,107.20417499999999
27369,0.3686,46,14,Sudeste,Utilitario,Particular,Intermediaria,3,640.17,235.96666199999999
27370,0.515,45,8,Centro-Oeste,Utilitario,Particular,Completa,2,688.72,354.6908
27371,0.5819,32,3,Sudeste,Hatch,Particular,Intermediaria,2,459.65,267.470335
27372,0.7993,42,3,Sul,Hatch,Particular,Intermediaria,8,291.06,232.644258
27373,0.3664,20,4,Sudeste,Hatch,Particular,Basica,1,623.56,228.47238399999998
27374,0.3772,24,8,Nordeste,Hatch,Comercial,Basica,9,528.72,199.433184
27375,0.2262,18,20,Norte,Sedan,Particular,Intermediaria,3,627.94,142.040028
27376,0.9802,32,17,Sudeste,Hatch,Particular,Completa,9,480.27,470.760654
27377,0.4495,18,3,Sudeste,SUV,Particular,Completa,7,728.84,327.61358
27378,0.3317,58,4,Sudeste,SUV,Particular,Completa,4,622.75,206.566175
27379,0.881,49,17,Sudeste,SUV,Particular,Intermediaria,8,630.92,555.84052
27380,0.9655,26,4,Centro-Oeste,Sedan,Particular,Completa,7,432.53,417.607715
